County,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed. Status,State Status,Habitat,Wet Habitat Flag
Coffee,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,No Status,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Coffee,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Coffee,International Terrestrial Ecological System Classification,Plant Community,Central Interior Highlands and Appalachian Sinkhole and Depression Pond,Highland Rim Sinkhole and Depression Pond,GNR,S2S3,--,"Rare, Not State Listed",No Data,No Data
Coffee,Vascular Plant,Flowering Plant,Rhynchospora rariflora,Few-flowered Beak-rush,G5,S1,--,E,Swamps And Bogs,Possible
Coffee,Vascular Plant,Flowering Plant,Xyris fimbriata,Fringed Yellow-eyed Grass,G5,S1,--,E,Acidic Ponds,Possible
Coffee,Vascular Plant,Flowering Plant,Silene ovata,Ovate Catchfly,G3,S2,--,E,Open Oak Woods,Upland
Coffee,Vascular Plant,Flowering Plant,Clethra alnifolia,Coastal Sweet Pepper-bush,G5,S1,--,E,Acidic Wetlands And Swamps,Possible
Coffee,Vascular Plant,Flowering Plant,Prenanthes aspera,Rough Rattlesnake-root,G4?,S1,--,E,Barrens And Roadsides,Upland
Coffee,Vascular Plant,Flowering Plant,Symphyotrichum pratense,Barrens Silky Aster,G4?,S1,--,E,Barrens,Upland
Coffee,Vascular Plant,Flowering Plant,Sagittaria graminea,Grassleaf Arrowhead,G5,S1,--,T,Ponds And Stream Margins,Aquatic
Coffee,Vascular Plant,Flowering Plant,Xyris laxifolia var. iridifolia,Wide-leaved Yellow-eyed Grass,G4G5T4T5,S2,--,T,Pond Margins And Marshes,Possible
Coffee,Vascular Plant,Fern and Fern Ally,Isoetes melanopoda,Blackfoot Quillwort,G5,S1S2,--,E,Seasonal Streambeds And Wet Depressions,Aquatic
Coffee,Vascular Plant,Flowering Plant,Pedicularis lanceolata,Swamp Lousewort,G5,S1S2,--,S,Wet Acidic Barrens And Seeps,Possible
Coffee,Vascular Plant,Flowering Plant,Liparis loeselii,Fen Orchis,G5,S1,--,T,Calcareous Seeps,Possible
Coffee,Vascular Plant,Flowering Plant,Clematis glaucophylla,White-leaved Leatherflower,G4?,S1,--,S,Wooded Stream Banks,Upland
Coffee,Vascular Plant,Fern and Fern Ally,Woodwardia virginica,Virginia Chainfern,G5,S2,--,S,Acidic Wetlands,Possible
Coffee,Vascular Plant,Flowering Plant,Drosera brevifolia,Dwarf Sundew,G5,S2,--,T,Wet Barrens And Ecotones,Possible
Coffee,Vascular Plant,Flowering Plant,Triantha racemosa,Coastal False-asphodel,G5,S1,--,E,Wet Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Phemeranthus calcaricus,Limestone Fame-flower,G3,S3,--,S,Glades,Upland
Coffee,Vascular Plant,Flowering Plant,Platanthera nivea,Snowy Orchid,G5,S1,--,E,Wet Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Eleocharis wolfii,Wolf Spike-rush,G3G5,S1,--,E,Wet Woods On Floodplains,Possible
Coffee,Vascular Plant,Flowering Plant,Rhynchospora chalarocephala,Loose-headed Beakrush,G5,S1,--,T,Wet Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Scleria verticillata,Low Nutrush,G5,S2,--,S,Wet Prairies And Fens,Possible
Coffee,Vascular Plant,Flowering Plant,Eryngium integrifolium,Blue-flower Coyote-thistle,G5,S1,--,T,Wet Barrens,Possible
Coffee,Vertebrate Animal,Bird,Ammodramus henslowii,Henslow's Sparrow,G4,S1B,--,T,Damp open fields and meadows with grass interspersed with weeds or shrubs.,Upland
Coffee,Vascular Plant,Flowering Plant,Panicum hemitomon,Maidencane,G5?,S2,--,S,Ponds In Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Gentiana puberulenta,Downy Gentian,G4G5,S1,--,E,Barrens,No Data
Coffee,Vascular Plant,Flowering Plant,Aureolaria patula,Spreading False-foxglove,G3,S3,--,S,Oak Woods And Edges,Upland
Coffee,Vascular Plant,Flowering Plant,Vaccinium macrocarpon,Cranberry,G5,S2,--,T,Bogs,Possible
Coffee,Vertebrate Animal,Mammal,Neotoma magister,Allegheny Woodrat,G3G4,S3,--,D,"Outcrops, cliffs, talus slopes, crevices, sinkholes, caves & karst.",Upland
Coffee,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible
Coffee,Vascular Plant,Flowering Plant,Euthamia gymnospermoides,Great Plains Goldentop,G5,S1,--,E,Prairies And Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Carex pellita,Woolly Sedge,G5,S1,--,E,Alluvial Forests And Upland Pastures,Possible
Coffee,Nonvascular Plant,Non-Vascular Plant,Frullania caulisequa,Swamp Frullania,G5,S1,--,S,"Swamps, On Tree Bark",Possible
Coffee,Invertebrate Animal,Arachnid,Phalangodes appalachius,A Cave Obligate Harvestman,G3G4,S3,--,"Rare, Not State Listed",Terrestrial cave obligate; Cumberland Plateau.,Upland
Coffee,Vascular Plant,Flowering Plant,Rhynchospora caduca,Falling Beaked-rush,G5,S1,--,S,"Marshes, Wet Ground",Possible
Coffee,Invertebrate Animal,Mollusc,Carychium stygium,Cave Thorn,G3,S2,--,"Rare, Not State Listed",Cave obligate; feeds on cricket guano; Highland Rim & escarpment of Cumberland Plateau.,Upland
Coffee,Vascular Plant,Fern and Fern Ally,Lycopodiella alopecuroides,Foxtail Clubmoss,G5,S2,--,T,Wet Acidic Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Utricularia subulata,Zigzag Bladderwort,G5,S1,--,T,"Wet Barrens, Ecotones",Possible
Coffee,Vascular Plant,Flowering Plant,Melanthium latifolium,Broadleaf Bunchflower,G5,S1S2,--,E,Oak Forest,Possible
Coffee,Vertebrate Animal,Mammal,Perimyotis subflavus,Tri-colored bat,G2G3,S2S3,--,T,Generally associated with forested landscapes but may roost near openings.,No Data
Coffee,Vascular Plant,Flowering Plant,Echinacea pallida,Pale-purple Coneflower,G4,S1,--,E,Barrens And Dry Openings,Upland
Coffee,Invertebrate Animal,Mollusc,Leptoxis umbilicata,Umbilicate Rocksnail,G1Q,S1,--,"Rare, Not State Listed",Medium sized rivers & large creeks in portions of lower Cumb. and Tenn. river systems; Stones River; possibly a form or morph.,Aquatic
Coffee,Vascular Plant,Fern and Fern Ally,Trichomanes boschianum,Bristle-fern,G4,S1S2,--,T,Rocky Seeps,Possible
Coffee,Vascular Plant,Flowering Plant,Dichanthelium acuminatum ssp. leucothrix,Roughish Witchgrass,G4?Q,S1,--,S,Moist Pine Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Rhynchospora perplexa,Obscure Beak-rush,G5,S2,--,T,"Marshes, Wet Barrens",Possible
Coffee,Invertebrate Animal,Mollusc,Lithasia duttoniana,Helmet Rocksnail,G2Q,S2,--,"Rare, Not State Listed",Rocky substrates in riffle systems; bedrock in flowing water below main section of riffles; Duck River (TN River system).,Aquatic
Coffee,Vascular Plant,Flowering Plant,Campanula aparinoides,Marsh Bellflower,G5,S2,--,S,Bogs,Possible
Coffee,Vascular Plant,Flowering Plant,Trillium pusillum,Least Trillium,G3,S2,--,E,Alluvial/Moist Ravines And Dry Ridges,Possible
Coffee,International Terrestrial Ecological System Classification,Plant Community,Eastern Highland Rim Prairie and Barrens,Eastern Highland Rim Prairie and Barrens,GNR,S2,--,"Rare, Not State Listed",No Data,No Data
Coffee,Invertebrate Animal,Crustacean,Orconectes australis,Southern Cave Crayfish,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; subterranean streams & pools; Eastern Highland Rim escarpment to the Cumberland Plateau.,Aquatic
Coffee,Vertebrate Animal,Reptile,Pituophis melanoleucus melanoleucus,Northern Pinesnake,G4T4,S3,--,T,"Well-drained sandy soils in pine/pine-oak woods; dry mountain ridges; E portions of west TN, E to lower elev of the Appalachians.",Upland
Coffee,Invertebrate Animal,Mollusc,Toxolasma cylindrellus,Pale Lilliput,G1,S1,LE,E,"Small tributary rivers & streams, in firm rubble, gravel, and sand substrates in shallow riffles and shoals; lower Tenn. River system.",Aquatic
Coffee,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
Coffee,Invertebrate Animal,Mollusc,Pleuronaia dolabelloides,Slabside Pearlymussel,G2,S2,LE,E,"Lg creeks to mod sized rivers, in riffles/shoals of sand, fine gravel, and cobble substrates with mod current; Tennessee R watershed.",Aquatic
Coffee,Vascular Plant,Flowering Plant,Cotinus obovatus,American Smoketree,G4,S2,--,S,"Dry, Circumneutral Soil",Upland
Coffee,Vertebrate Animal,Fish,Percina macrocephala,Longhead Darter,G3,S2,--,T,"Clear, larger upland creeks and small-med rivers, usually in rocky flowing pools upst/dnst rubble riffles; Tenn & Cumb river watersheds.",Aquatic
Coffee,Vascular Plant,Flowering Plant,Marshallia trinervia,Broad-leaved Barbara's-buttons,G3,S2S3,--,T,Rocky Ravines,Possible
Coffee,Vertebrate Animal,Amphibian,Hemidactylium scutatum,Four-toed Salamander,G5,S3,--,D,"Woodland swamps, shallow depressions, & sphagnum mats on acidic soils; middle & east Tennessee.",Possible
Coffee,Vascular Plant,Flowering Plant,Carex barrattii,Barratt's Sedge,G4,S2,--,E,Wet Woods And Oak Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible
Coffee,Vascular Plant,Flowering Plant,Utricularia cornuta,Horned Bladderwort,G5,S1,--,E,"Wet Prairies, Pond Margins",Possible
Coffee,Vascular Plant,Flowering Plant,Juncus elliottii,Elliott's Rush,G4G5,S1,--,S,Wet Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Vaccinium elliottii,Mayberry,G5,S1,--,E,Open Flat Woods And Dry Slopes,Possible
Coffee,Vascular Plant,Flowering Plant,Drosera capillaris,Pink Sundew,G5,S1,--,T,Acidic Wetlands,Possible
Coffee,Invertebrate Animal,Mollusc,Daedalochila auriformis,Rockpile Liptooth,G4,S1,--,"Rare, Not State Listed","Wet, grassy habitats, generally in full sun; barrens & remnant prairies; Coffee & Warren counties; disjunct from central Alabama.",Possible
Coffee,Vascular Plant,Flowering Plant,Prunus pumila,Sand Cherry,G5,S1,--,E,Barrens,Upland
Coffee,Vascular Plant,Flowering Plant,Nestronia umbellula,Nestronia,G4,S1,--,E,Upland Woods,Upland
Coffee,Vascular Plant,Flowering Plant,Lathyrus palustris,Marsh Pea,G5,S1,--,S,Wet Woods & Marshes,Possible
Coffee,Vertebrate Animal,Fish,Percina apina,Tennessee Logperch,GNR,S2,--,D,Duck River system and Whiteoak Creek; currently restricted to the Western Highland Rim.,No Data
Coffee,Invertebrate Animal,Mollusc,Lithasia geniculata fuliginosa,Geniculate River Snail,G3QT3Q,S2,--,"Rare, Not State Listed",Medium-sized river form of L. geniculata; portions of lower Cumberland and lower Tennessee river systems; Duck & Buffalo rivers.,Aquatic
Coffee,Vascular Plant,Flowering Plant,Listera australis,Southern Twayblade,G4,S1S2,--,E,Wet-Mesic Woods,Possible
Coffee,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland
Coffee,Vascular Plant,Flowering Plant,Helianthus eggertii,Eggert's Sunflower,G3,S3,DM,S,Barrens And Roadsides,Upland
Coffee,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
Coffee,Vertebrate Animal,Amphibian,Desmognathus abditus,Cumberland Dusky Salamander,G2G3,S2S3,--,D,Assoc. with streams of Cumberland Plateau; under rocks along small streams or adj. cover; Morgan & Grundy counties.,Aquatic
Coffee,Invertebrate Animal,Mollusc,Lasmigona holstonia,Tennessee Heelsplitter,G3,S2,--,"Rare, Not State Listed","Spring runs, creeks, & small rivers, in subst of sand & mud; upper Tenn & Conasauga river watersheds; Blue Ridge & Ridge & Valley.",Aquatic
Coffee,Vascular Plant,Flowering Plant,Ludwigia sphaerocarpa,Globe-fruited False-loosestrife,G5,S1,--,T,Swamps And Shallow Pools,Possible
Coffee,Vascular Plant,Flowering Plant,Lysimachia terrestris,Swamp Loosestrife,G5,S1,--,E,Wet Prairies And Swamps,Possible
Coffee,Vascular Plant,Flowering Plant,Muhlenbergia torreyana,Torrey's Dropseed,G3,S1,--,E,Oak Barren Bogs,Possible
Coffee,Vertebrate Animal,Amphibian,Gyrinophilus palleucus,Tennessee Cave Salamander,G2G3,S2,--,T,"Aquatic cave obligate; cave streams & rimstone pools; Central Basin, Eastern Highland Rim, & Cumberland Plateau.",Aquatic
Coffee,Vascular Plant,Flowering Plant,Festuca paradoxa,Cluster Fescue,G5,S1,--,S,Wet Woods And Prairies,Possible
Coffee,Vascular Plant,Flowering Plant,Lechea pulchella,Leggett's Pinweed,G5,S1,--,E,Barrens,Upland
Coffee,Vertebrate Animal,Fish,Etheostoma cinereum,Ashy Darter,G2G3,S2S3,--,E,Small to medium upland rivers with bedrock or gravel substrate and boulders.,Aquatic
Coffee,Vascular Plant,Flowering Plant,Platanthera flava var. herbiola,Tubercled Rein-orchid,G4?T4Q,S2,--,T,Swamps And Floodplains,Possible
Coffee,Vertebrate Animal,Fish,Etheostoma striatulum,Striated Darter,G1,S1,--,T,Bedrock pools of headwaters and creeks with large slabrock cover; upper Duck River watershed.,Aquatic
Coffee,Vertebrate Animal,Fish,Etheostoma luteovinctum,Redband Darter,G4,S4,--,D,Limestone streams; Nashville Basin & portions of Highland Rim.,Aquatic
Coffee,Vascular Plant,Flowering Plant,Stenanthium tennesseense,Death-camas,G2,S2,--,T,Acidic Wetlands,Possible
Coffee,Vascular Plant,Flowering Plant,Lespedeza angustifolia,Narrowleaf Bushclover,G5,S2,--,T,Barrens,Upland
Coffee,Vascular Plant,Flowering Plant,Myriophyllum pinnatum,Cutleaf Water-milfoil,G5,S1,--,E,Acidic Wetland And Ponds,Possible
Coffee,Vascular Plant,Flowering Plant,Lachnanthes caroliana,Carolina Redroot,G4,S1,--,E,Acidic Wetlands And Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Hypericum adpressum,Creeping St. John's-wort,G3,S1,--,E,Edges Of Ponds And Lakes,Possible
Coffee,Invertebrate Animal,Mollusc,Epioblasma triquetra,Snuffbox,G3,S3,LE,E,"Riffles of medium-large rivers with stony or sandy bottoms, in swift currents, usually deeply buried; Tennessee & Cumb. river systems.",Aquatic
Coffee,Nonvascular Plant,Non-Vascular Plant,Pellia appalachiana,A Liverwort,G4,S2,--,S,"Wet Soil, Barrens",Possible
Coffee,Nonvascular Plant,Non-Vascular Plant,Lejeunea sharpii,Sharp's Lejeunea,G2G3,S1S2,--,E,"Calcareous Bluffs, Rock & Logs Of Wet Sinks",Possible
Coffee,International Vegetation Classification - Natural,Plant Community,Panicum hemitomon - Dulichium arundinaceum Marsh,Highland Rim Maidencane Pond,G1,S1,--,"Rare, Not State Listed",No Data,No Data
Coffee,Vascular Plant,Flowering Plant,Carex buxbaumii,Brown Bog Sedge,G5,S1,--,E,Swamps,Possible
Coffee,Vascular Plant,Flowering Plant,Polygala nuttallii,Nuttall's Milkwort,G5,S1,--,E,Prairies,Possible
Coffee,Vascular Plant,Flowering Plant,Fimbristylis puberula,Hairy Fimbristylis,G5,S1S2,--,T,Wet Prairies And Woods,Possible
Coffee,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
Coffee,Vertebrate Animal,Fish,Etheostoma aquali,Coppercheek Darter,G2G3,S2S3,--,T,"Primarily in deep riffles, runs, and flowing pools; Duck and Buffalo River watersheds.",Aquatic
Coffee,Vascular Plant,Flowering Plant,Gaylussacia dumosa,Dwarf Huckleberry,G5,S3,--,T,Barrens,Possible
Coffee,Vascular Plant,Flowering Plant,Iris prismatica,Slender Blue Flag,G4G5,S2S3,--,T,Wet Barrens,Possible
Coffee,Animal Assemblage,No Data,Rookery,Heron Rookery,G5,SNR,--,"Rare, Not State Listed",No Data,No Data
Coffee,Vascular Plant,Flowering Plant,Rhynchospora harveyi,Harvey's Beakrush,G4,S1,--,T,Barrens And Other Open Areas,Possible
Coffee,Vascular Plant,Flowering Plant,Coelorachis rugosa,Wrinkled Jointgrass,G5,S1,--,T,Ponds In Flatwoods,Possible
Coffee,International Vegetation Classification - Natural,Plant Community,"Quercus (falcata, stellata) / Quercus marilandica / Gaylussacia (baccata, dumosa) Woodland",Highland Rim Blackjack Oak Barrens,G2G3,S2S3,--,"Rare, Not State Listed",No Data,No Data
Coffee,Invertebrate Animal,Insect,Litocampa valentinei,A Cave Obligate Bristletail,G5,S2,--,"Rare, Not State Listed","Terrestrial cave obligate, southern Cumberlands.",Upland
Coffee,Vascular Plant,Flowering Plant,Drosera intermedia,Spoonleaf Sundew,G5,S2,--,S,Acidic Wetlands,Possible
Coffee,Vascular Plant,Flowering Plant,Eupatorium leucolepis,White-bracted Thoroughwort,G5,S1,--,E,Wet Barrens,Possible
Crockett,Vascular Plant,Flowering Plant,Carex reniformis,Reniform Sedge,G4?,S1,--,S,Rich Bottomland Woods,Possible
Crockett,Vertebrate Animal,Bird,Limnothlypis swainsonii,Swainson's Warbler,G4,S3,--,D,"Mature, rich, damp, deciduous floodplain and swamp forests.",Possible
Crockett,Vascular Plant,Flowering Plant,Iris fulva,Copper Iris,G5,S2,--,T,Bottomlands,Possible
Cumberland,Vascular Plant,Flowering Plant,Schoenoplectus subterminalis,Water Bulrush,G5,S1,--,E,Ponds And Stream Margins,Possible
Cumberland,Vascular Plant,Flowering Plant,Conradina verticillata,Cumberland Rosemary,G3,S3,LT,T,"Sandy, Rocky River Banks And Bars",Possible
Cumberland,Vertebrate Animal,Reptile,Ophisaurus attenuatus longicaudus,Eastern Slender Glass Lizard,G5T5,S3,--,D,"Dry upland areas including brushy, cut-over woodlands and grassy fields; nearly statewide but obscure; fossorial.",Upland
Cumberland,Invertebrate Animal,Insect,Celastrina nigra,Dusky Azure,GU,S2,--,"Rare, Not State Listed","Moist deciduous forests, esp. shaded northern slopes, where its host, Aruncus dioicus (goat's beard), occurs;  S. Apps & N. Cumb.",Upland
Cumberland,International Terrestrial Ecological System Classification,Plant Community,Cumberland Sandstone Glade and Barrens,Cumberland Sandstone Glade and Barrens,GNR,S2S3,--,"Rare, Not State Listed",No Data,No Data
Cumberland,Invertebrate Animal,Crustacean,Cambarus pristinus,Pristine Crayfish,G2,S2,--,E,Under cover in small-large size streams; headwaters of Caney Fork River & abutting Sequatchie River tributaries; Cumberland Plateau.,Aquatic
Cumberland,Vascular Plant,Flowering Plant,Gratiola brevifolia,Sticky Hedge-hyssop,G4,S1,--,S,Wet Barrens And Marshes,Possible
Cumberland,Vascular Plant,Flowering Plant,Spiranthes ochroleuca,Yellow Nodding Ladies'-tresses,G4,S1,--,E,Moist Mountain Woods,Possible
Cumberland,Vertebrate Animal,Mammal,Myotis septentrionalis,Northern Myotis,G1G2,S1S2,LT,T,"A forest bat whose summer roosts may include caves, mines, live trees and snags; hibernates in caves and mines, often using small cracks and fissures.  Notably susceptible to White-Nose Syndrome.",No Data
Cumberland,Vertebrate Animal,Fish,Percina squamata,Olive Darter,G3,S2,--,D,Small-med rivers; in strong flowing chutes with rubble/boulders in high-gradient streams; portions of upper Tenn & Cumb river systems. <br>,Aquatic
Cumberland,Vascular Plant,Flowering Plant,Potamogeton epihydrus,Nuttall's Pondweed,G5,S1S2,--,S,Lakes And Streams,Aquatic
Cumberland,Vertebrate Animal,Bird,Vermivora chrysoptera,Golden-winged Warbler,G4,S3B,--,T,Early successional habitats in foothill regions of Appalachians.,Upland
Cumberland,Vascular Plant,Flowering Plant,Platanthera cristata,Yellow Crested Orchid,G5,S2S3,--,S,Acidic Seeps And Stream Heads,Possible
Cumberland,Vascular Plant,Flowering Plant,Pogonia ophioglossoides,Rose Pogonia,G5,S2,--,E,Wet Acidic Barrens,Possible
